id,property_type,bedrooms,price_$,city,neighborhood,start_date,end_date,parking_fee_per_month_$,laundry_per_month_$,cleaning_times_per_month,room_cleaining_price_$,mantainance_per_month_$,tax$_$,year,month,days_in_month
4993804,House,5.0,775.0,New York,Harlem,2024-08-11,2024-12-13,0.0,49.75,2,8,64.09,31.0,2024,Sep,30
4993804,House,5.0,775.0,New York,Harlem,2024-08-11,2024-12-13,0.0,49.75,2,8,64.09,31.0,2024,Oct,31
4993804,House,5.0,775.0,New York,Harlem,2024-08-11,2024-12-13,0.0,49.75,2,8,64.09,31.0,2024,Nov,30
4993804,House,5.0,775.0,New York,Harlem,2024-08-11,2024-12-13,0.0,49.75,2,8,64.09,31.0,2024,Dec,13
4794816,House,3.0,439.0,New York,Staten Island,2024-05-25,2024-10-04,0.0,39.92,2,8,72.88,17.56,2024,May,7
4794816,House,3.0,439.0,New York,Staten Island,2024-05-25,2024-10-04,0.0,39.92,2,8,72.88,17.56,2024,Jun,30
4794816,House,3.0,439.0,New York,Staten Island,2024-05-25,2024-10-04,0.0,39.92,2,8,72.88,17.56,2024,Jul,31
4794816,House,3.0,439.0,New York,Staten Island,2024-05-25,2024-10-04,0.0,39.92,2,8,72.88,17.56,2024,Aug,31
4794816,House,3.0,439.0,New York,Staten Island,2024-05-25,2024-10-04,0.0,39.92,2,8,72.88,17.56,2024,Sep,30
4794816,House,3.0,439.0,New York,Staten Island,2024-05-25,2024-10-04,0.0,39.92,2,8,72.88,17.56,2024,Oct,4
8501670,Studio,1.0,246.0,New York,Harlem,2024-07-30,2024-07-31,29.03,26.36,4,5,39.55,9.84,2024,Jul,2
45299,Studio,0.0,116.0,New York,Harlem,2024-09-22,2024-10-19,16.65,22.11,4,5,39.6,4.64,2024,Sep,9
45299,Studio,0.0,116.0,New York,Harlem,2024-09-22,2024-10-19,16.65,22.11,4,5,39.6,4.64,2024,Oct,19
7844031,Studio,1.0,260.0,New York,Manhattan,2024-12-16,2024-12-31,27.91,29.45,4,5,43.02,10.4,2024,Dec,16
6374167,House,1.0,80.0,New York,Manhattan,2024-11-21,2024-12-22,0.0,42.54,2,8,69.12,3.2,2024,Nov,10
6374167,House,1.0,80.0,New York,Manhattan,2024-11-21,2024-12-22,0.0,42.54,2,8,69.12,3.2,2024,Dec,22
10824,Apartment,3.0,194.0,New York,Brookyn,2024-04-28,2024-10-20,38.54,37.12,3,7,68.21,7.76,2024,Apr,3
10824,Apartment,3.0,194.0,New York,Brookyn,2024-04-28,2024-10-20,38.54,37.12,3,7,68.21,7.76,2024,May,31
10824,Apartment,3.0,194.0,New York,Brookyn,2024-04-28,2024-10-20,38.54,37.12,3,7,68.21,7.76,2024,Jun,30
10824,Apartment,3.0,194.0,New York,Brookyn,2024-04-28,2024-10-20,38.54,37.12,3,7,68.21,7.76,2024,Jul,31
10824,Apartment,3.0,194.0,New York,Brookyn,2024-04-28,2024-10-20,38.54,37.12,3,7,68.21,7.76,2024,Aug,31
10824,Apartment,3.0,194.0,New York,Brookyn,2024-04-28,2024-10-20,38.54,37.12,3,7,68.21,7.76,2024,Sep,30
10824,Apartment,3.0,194.0,New York,Brookyn,2024-04-28,2024-10-20,38.54,37.12,3,7,68.21,7.76,2024,Oct,20
62651,House,3.0,950.0,New York,Queens,2024-11-10,2024-11-24,0.0,36.73,2,8,73.58,38.0,2024,Nov,15
352165,Apartment,1.0,115.0,New York,Queens,2024-05-16,2024-12-21,27.83,26.94,3,7,63.48,4.6000000000000005,2024,May,16
352165,Apartment,1.0,115.0,New York,Queens,2024-05-16,2024-12-21,27.83,26.94,3,7,63.48,4.6000000000000005,2024,Jun,30
352165,Apartment,1.0,115.0,New York,Queens,2024-05-16,2024-12-21,27.83,26.94,3,7,63.48,4.6000000000000005,2024,Jul,31
352165,Apartment,1.0,115.0,New York,Queens,2024-05-16,2024-12-21,27.83,26.94,3,7,63.48,4.6000000000000005,2024,Aug,31
352165,Apartment,1.0,115.0,New York,Queens,2024-05-16,2024-12-21,27.83,26.94,3,7,63.48,4.6000000000000005,2024,Sep,30
352165,Apartment,1.0,115.0,New York,Queens,2024-05-16,2024-12-21,27.83,26.94,3,7,63.48,4.6000000000000005,2024,Oct,31
352165,Apartment,1.0,115.0,New York,Queens,2024-05-16,2024-12-21,27.83,26.94,3,7,63.48,4.6000000000000005,2024,Nov,30
352165,Apartment,1.0,115.0,New York,Queens,2024-05-16,2024-12-21,27.83,26.94,3,7,63.48,4.6000000000000005,2024,Dec,21
7549488,Studio,4.0,475.0,New York,Manhattan,2024-12-27,2024-12-28,22.58,23.42,4,5,38.53,19.0,2024,Dec,2
479415,House,3.0,230.0,New York,Manhattan,2024-10-22,2024-11-26,0.0,39.73,2,8,71.17,9.200000000000001,2024,Oct,10
479415,House,3.0,230.0,New York,Manhattan,2024-10-22,2024-11-26,0.0,39.73,2,8,71.17,9.200000000000001,2024,Nov,26
9990865,Apartment,3.0,625.0,New York,Harlem,2024-08-01,2024-09-17,31.1,39.74,3,7,55.58,25.0,2024,Aug,31
9990865,Apartment,3.0,625.0,New York,Harlem,2024-08-01,2024-09-17,31.1,39.74,3,7,55.58,25.0,2024,Sep,17
3250486,Studio,1.0,146.0,New York,Manhattan,2024-10-23,2024-11-02,20.16,21.64,4,5,45.71,5.84,2024,Oct,9
3250486,Studio,1.0,146.0,New York,Manhattan,2024-10-23,2024-11-02,20.16,21.64,4,5,45.71,5.84,2024,Nov,2
8576907,House,4.0,599.0,New York,Queens,2024-04-21,2024-11-06,0.0,37.97,2,8,65.49,23.96,2024,Apr,10
8576907,House,4.0,599.0,New York,Queens,2024-04-21,2024-11-06,0.0,37.97,2,8,65.49,23.96,2024,May,31
8576907,House,4.0,599.0,New York,Queens,2024-04-21,2024-11-06,0.0,37.97,2,8,65.49,23.96,2024,Jun,30
8576907,House,4.0,599.0,New York,Queens,2024-04-21,2024-11-06,0.0,37.97,2,8,65.49,23.96,2024,Jul,31
8576907,House,4.0,599.0,New York,Queens,2024-04-21,2024-11-06,0.0,37.97,2,8,65.49,23.96,2024,Aug,31
8576907,House,4.0,599.0,New York,Queens,2024-04-21,2024-11-06,0.0,37.97,2,8,65.49,23.96,2024,Sep,30
8576907,House,4.0,599.0,New York,Queens,2024-04-21,2024-11-06,0.0,37.97,2,8,65.49,23.96,2024,Oct,31
8576907,House,4.0,599.0,New York,Queens,2024-04-21,2024-11-06,0.0,37.97,2,8,65.49,23.96,2024,Nov,6
7918,Apartment,1.0,65.0,New York,Harlem,2024-10-12,2024-11-06,35.58,37.78,3,7,57.64,2.6,2024,Oct,20
7918,Apartment,1.0,65.0,New York,Harlem,2024-10-12,2024-11-06,35.58,37.78,3,7,57.64,2.6,2024,Nov,6
2234256,Apartment,1.0,130.0,New York,Queens,2024-08-14,2024-11-30,34.36,31.42,3,7,47.85,5.2,2024,Aug,18
2234256,Apartment,1.0,130.0,New York,Queens,2024-08-14,2024-11-30,34.36,31.42,3,7,47.85,5.2,2024,Sep,30
2234256,Apartment,1.0,130.0,New York,Queens,2024-08-14,2024-11-30,34.36,31.42,3,7,47.85,5.2,2024,Oct,31
2234256,Apartment,1.0,130.0,New York,Queens,2024-08-14,2024-11-30,34.36,31.42,3,7,47.85,5.2,2024,Nov,30
7902889,Studio,1.0,90.0,New York,Queens,2024-09-02,2024-11-14,23.74,20.38,4,5,46.55,3.6,2024,Sep,29
7902889,Studio,1.0,90.0,New York,Queens,2024-09-02,2024-11-14,23.74,20.38,4,5,46.55,3.6,2024,Oct,31
7902889,Studio,1.0,90.0,New York,Queens,2024-09-02,2024-11-14,23.74,20.38,4,5,46.55,3.6,2024,Nov,14
9242011,House,1.0,105.0,New York,Queens,2024-05-16,2024-12-30,0.0,36.38,2,8,63.04,4.2,2024,May,16
9242011,House,1.0,105.0,New York,Queens,2024-05-16,2024-12-30,0.0,36.38,2,8,63.04,4.2,2024,Jun,30
9242011,House,1.0,105.0,New York,Queens,2024-05-16,2024-12-30,0.0,36.38,2,8,63.04,4.2,2024,Jul,31
9242011,House,1.0,105.0,New York,Queens,2024-05-16,2024-12-30,0.0,36.38,2,8,63.04,4.2,2024,Aug,31
9242011,House,1.0,105.0,New York,Queens,2024-05-16,2024-12-30,0.0,36.38,2,8,63.04,4.2,2024,Sep,30
9242011,House,1.0,105.0,New York,Queens,2024-05-16,2024-12-30,0.0,36.38,2,8,63.04,4.2,2024,Oct,31
9242011,House,1.0,105.0,New York,Queens,2024-05-16,2024-12-30,0.0,36.38,2,8,63.04,4.2,2024,Nov,30
9242011,House,1.0,105.0,New York,Queens,2024-05-16,2024-12-30,0.0,36.38,2,8,63.04,4.2,2024,Dec,30
830330,Apartment,1.0,135.0,New York,Brookyn,2024-12-01,2024-12-12,37.09,36.11,3,7,48.76,5.4,2024,Dec,12
741327,Apartment,1.0,123.0,New York,Brookyn,2024-10-21,2024-12-02,37.84,37.99,3,7,67.17,4.92,2024,Oct,11
741327,Apartment,1.0,123.0,New York,Brookyn,2024-10-21,2024-12-02,37.84,37.99,3,7,67.17,4.92,2024,Nov,30
741327,Apartment,1.0,123.0,New York,Brookyn,2024-10-21,2024-12-02,37.84,37.99,3,7,67.17,4.92,2024,Dec,2
872246,Apartment,2.0,205.0,New York,Brookyn,2024-09-23,2024-11-01,38.61,26.06,3,7,59.84,8.2,2024,Sep,8
872246,Apartment,2.0,205.0,New York,Brookyn,2024-09-23,2024-11-01,38.61,26.06,3,7,59.84,8.2,2024,Oct,31
872246,Apartment,2.0,205.0,New York,Brookyn,2024-09-23,2024-11-01,38.61,26.06,3,7,59.84,8.2,2024,Nov,1
2510224,Apartment,1.0,80.0,New York,Harlem,2024-11-23,2024-12-31,32.03,27.8,3,7,69.59,3.2,2024,Nov,8
2510224,Apartment,1.0,80.0,New York,Harlem,2024-11-23,2024-12-31,32.03,27.8,3,7,69.59,3.2,2024,Dec,31
8041262,Studio,4.0,495.0,New York,Manhattan,2024-12-02,2024-12-13,23.63,20.46,4,5,43.44,19.8,2024,Dec,12
252867,Studio,3.0,280.0,New York,Queens,2024-09-05,2024-12-08,26.24,24.91,4,5,35.09,11.200000000000001,2024,Sep,26
252867,Studio,3.0,280.0,New York,Queens,2024-09-05,2024-12-08,26.24,24.91,4,5,35.09,11.200000000000001,2024,Oct,31
252867,Studio,3.0,280.0,New York,Queens,2024-09-05,2024-12-08,26.24,24.91,4,5,35.09,11.200000000000001,2024,Nov,30
252867,Studio,3.0,280.0,New York,Queens,2024-09-05,2024-12-08,26.24,24.91,4,5,35.09,11.200000000000001,2024,Dec,8
1759087,Studio,1.0,215.0,New York,Staten Island,2024-05-18,2024-07-21,23.28,24.16,4,5,37.3,8.6,2024,May,14
1759087,Studio,1.0,215.0,New York,Staten Island,2024-05-18,2024-07-21,23.28,24.16,4,5,37.3,8.6,2024,Jun,30
1759087,Studio,1.0,215.0,New York,Staten Island,2024-05-18,2024-07-21,23.28,24.16,4,5,37.3,8.6,2024,Jul,21
2949071,Apartment,2.0,150.0,New York,Queens,2024-06-28,2024-11-28,35.12,33.72,3,7,57.01,6.0,2024,Jun,3
2949071,Apartment,2.0,150.0,New York,Queens,2024-06-28,2024-11-28,35.12,33.72,3,7,57.01,6.0,2024,Jul,31
2949071,Apartment,2.0,150.0,New York,Queens,2024-06-28,2024-11-28,35.12,33.72,3,7,57.01,6.0,2024,Aug,31
2949071,Apartment,2.0,150.0,New York,Queens,2024-06-28,2024-11-28,35.12,33.72,3,7,57.01,6.0,2024,Sep,30
2949071,Apartment,2.0,150.0,New York,Queens,2024-06-28,2024-11-28,35.12,33.72,3,7,57.01,6.0,2024,Oct,31
2949071,Apartment,2.0,150.0,New York,Queens,2024-06-28,2024-11-28,35.12,33.72,3,7,57.01,6.0,2024,Nov,28
616517,Studio,1.0,279.0,New York,Queens,2024-04-24,2024-07-18,15.91,27.42,4,5,39.75,11.16,2024,Apr,7
616517,Studio,1.0,279.0,New York,Queens,2024-04-24,2024-07-18,15.91,27.42,4,5,39.75,11.16,2024,May,31
616517,Studio,1.0,279.0,New York,Queens,2024-04-24,2024-07-18,15.91,27.42,4,5,39.75,11.16,2024,Jun,30
616517,Studio,1.0,279.0,New York,Queens,2024-04-24,2024-07-18,15.91,27.42,4,5,39.75,11.16,2024,Jul,18
2683857,House,3.0,280.0,New York,Staten Island,2024-08-12,2024-08-19,0.0,48.41,2,8,79.68,11.200000000000001,2024,Aug,8
6649234,Studio,0.0,259.0,New York,Queens,2024-11-12,2024-12-08,27.42,26.85,4,5,38.49,10.36,2024,Nov,19
6649234,Studio,0.0,259.0,New York,Queens,2024-11-12,2024-12-08,27.42,26.85,4,5,38.49,10.36,2024,Dec,8
4773944,Apartment,1.0,250.0,New York,Brookyn,2024-10-18,2024-12-09,29.61,30.1,3,7,60.46,10.0,2024,Oct,14
4773944,Apartment,1.0,250.0,New York,Brookyn,2024-10-18,2024-12-09,29.61,30.1,3,7,60.46,10.0,2024,Nov,30
4773944,Apartment,1.0,250.0,New York,Brookyn,2024-10-18,2024-12-09,29.61,30.1,3,7,60.46,10.0,2024,Dec,9
7022309,Studio,1.0,88.0,New York,Manhattan,2024-05-30,2024-11-02,23.06,29.91,4,5,44.18,3.52,2024,May,2
7022309,Studio,1.0,88.0,New York,Manhattan,2024-05-30,2024-11-02,23.06,29.91,4,5,44.18,3.52,2024,Jun,30
7022309,Studio,1.0,88.0,New York,Manhattan,2024-05-30,2024-11-02,23.06,29.91,4,5,44.18,3.52,2024,Jul,31
7022309,Studio,1.0,88.0,New York,Manhattan,2024-05-30,2024-11-02,23.06,29.91,4,5,44.18,3.52,2024,Aug,31
7022309,Studio,1.0,88.0,New York,Manhattan,2024-05-30,2024-11-02,23.06,29.91,4,5,44.18,3.52,2024,Sep,30
7022309,Studio,1.0,88.0,New York,Manhattan,2024-05-30,2024-11-02,23.06,29.91,4,5,44.18,3.52,2024,Oct,31
7022309,Studio,1.0,88.0,New York,Manhattan,2024-05-30,2024-11-02,23.06,29.91,4,5,44.18,3.52,2024,Nov,2
3123536,House,2.0,275.0,New York,Brookyn,2024-05-01,2024-10-08,0.0,49.42,2,8,61.98,11.0,2024,May,31
3123536,House,2.0,275.0,New York,Brookyn,2024-05-01,2024-10-08,0.0,49.42,2,8,61.98,11.0,2024,Jun,30
3123536,House,2.0,275.0,New York,Brookyn,2024-05-01,2024-10-08,0.0,49.42,2,8,61.98,11.0,2024,Jul,31
3123536,House,2.0,275.0,New York,Brookyn,2024-05-01,2024-10-08,0.0,49.42,2,8,61.98,11.0,2024,Aug,31
3123536,House,2.0,275.0,New York,Brookyn,2024-05-01,2024-10-08,0.0,49.42,2,8,61.98,11.0,2024,Sep,30
3123536,House,2.0,275.0,New York,Brookyn,2024-05-01,2024-10-08,0.0,49.42,2,8,61.98,11.0,2024,Oct,8
4654218,House,1.0,59.0,New York,Brookyn,2024-09-14,2024-09-17,0.0,44.12,2,8,60.18,2.36,2024,Sep,4
4252808,House,1.0,150.0,New York,Staten Island,2024-10-31,2024-12-10,0.0,41.13,2,8,64.98,6.0,2024,Oct,1
4252808,House,1.0,150.0,New York,Staten Island,2024-10-31,2024-12-10,0.0,41.13,2,8,64.98,6.0,2024,Nov,30
4252808,House,1.0,150.0,New York,Staten Island,2024-10-31,2024-12-10,0.0,41.13,2,8,64.98,6.0,2024,Dec,10
1537497,Apartment,1.0,125.0,New York,Harlem,2024-12-03,2024-12-31,33.44,27.54,3,7,68.16,5.0,2024,Dec,29
9488665,Apartment,4.0,750.0,New York,Manhattan,2024-08-28,2024-12-16,28.99,34.73,3,7,61.08,30.0,2024,Aug,4
9488665,Apartment,4.0,750.0,New York,Manhattan,2024-08-28,2024-12-16,28.99,34.73,3,7,61.08,30.0,2024,Sep,30
9488665,Apartment,4.0,750.0,New York,Manhattan,2024-08-28,2024-12-16,28.99,34.73,3,7,61.08,30.0,2024,Oct,31
9488665,Apartment,4.0,750.0,New York,Manhattan,2024-08-28,2024-12-16,28.99,34.73,3,7,61.08,30.0,2024,Nov,30
9488665,Apartment,4.0,750.0,New York,Manhattan,2024-08-28,2024-12-16,28.99,34.73,3,7,61.08,30.0,2024,Dec,16
3102139,House,3.0,650.0,New York,Staten Island,2024-09-29,2024-11-06,0.0,45.86,2,8,69.67,26.0,2024,Sep,2
3102139,House,3.0,650.0,New York,Staten Island,2024-09-29,2024-11-06,0.0,45.86,2,8,69.67,26.0,2024,Oct,31
3102139,House,3.0,650.0,New York,Staten Island,2024-09-29,2024-11-06,0.0,45.86,2,8,69.67,26.0,2024,Nov,6
284117,Studio,1.0,105.0,New York,Manhattan,2024-06-30,2024-07-16,26.98,24.31,4,5,47.84,4.2,2024,Jun,1
284117,Studio,1.0,105.0,New York,Manhattan,2024-06-30,2024-07-16,26.98,24.31,4,5,47.84,4.2,2024,Jul,16
7220035,Apartment,1.0,140.0,New York,Staten Island,2024-10-22,2024-12-17,37.24,25.42,3,7,66.58,5.6000000000000005,2024,Oct,10
7220035,Apartment,1.0,140.0,New York,Staten Island,2024-10-22,2024-12-17,37.24,25.42,3,7,66.58,5.6000000000000005,2024,Nov,30
